"","release_nb","fam_int_id","age","sex","num_children","marital","life_satisfaction","house_val","weeks_employed_last_yr","leisure_hrs","itemize_tax","health_status","race_ref_1","race_ref_2","race_ref_3","race_ref_4","religious_pref","religious_denom","donated_gt_25_charity_last_yr","religious_attend_nb","religious_attend_freq","respondant_was","taxable_income","total_fam_income","education","immigrant_fam_wt","house_val_thousand","donated"
"8781","1","2075",28,"Male",0,"Never married","Very satisfied",NA,52,10,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",60000,60000,"College",2.023,"Does not own home","No"
"8782","1","1395",31,"Male",0,"Never married","Not at all satisfied",NA,52,0,"No; did/will not file","Poor","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",55400,55400,"HS",1.313,"Does not own home","No"
"8784","1","9549",35,"Male",1,"Married","Very satisfied",210000,52,8,"Yes","Very good","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",2,"Year","Current Reference Person",111600,111600,"HS",1.066,"[185, 240)","No"
"8785","1","4587",66,"Male",0,"Married","Completely satisfied",189000,0,5,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Spouse or new spouse",8415,32415,"HS",2.443,"[185, 240)","Yes"
"8786","1","1994",80,"Female",1,"Widowed","Very satisfied",NA,52,14,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Year","Current Reference Person",18000,42144,"HS",7.302,"Does not own home","No"
"8787","1","1970",60,"Female",0,"Never married","Somewhat satisfied",NA,0,40,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",0,38799,"HS",5.091,"Does not own home","No"
"8788","1","2392",59,"Male",0,"Never married","Somewhat satisfied",NA,52,35,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",2,"Year","Current Reference Person",32000,32000,"HS",9.539,"Does not own home","Yes"
"8789","1","2000",57,"Female",2,"Never married","Somewhat satisfied",NA,52,15,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",50000,67555,"HS",4.077,"Does not own home","No"
"8790","1","1592",55,"Male",0,"Never married","Somewhat satisfied",NA,52,10,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",2,"Year","Current Reference Person",40000,40000,"SomeHS",9.405,"Does not own home","No"
"8791","1","1587",52,"Male",0,"Separated","Very satisfied",NA,52,21,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Month","Current Reference Person",35000,35000,"SomeHS",6.887,"Does not own home","No"
"8792","1","2440",42,"Female",0,"Separated","Not at all satisfied",NA,52,1,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",4030,4030,"SomeHS",6.043,"Does not own home","No"
"8793","1","1575",36,"Female",3,"Never married","Somewhat satisfied",NA,52,3,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",0,"None*","Current Reference Person",59042,94762,"SomeCollege",3.384,"Does not own home","No"
"8794","1","1610",32,"Female",1,"Never married","Completely satisfied",NA,52,8,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",2,"Month","Current Reference Person",20100,20100,"SomeCollege",5.025,"Does not own home","No"
"8795","1","2145",31,"Female",2,"Never married","Completely satisfied",NA,42,15,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",14748,15348,"HS",4.405,"Does not own home","No"
"8796","1","1672",31,"Female",1,"Never married","Somewhat satisfied",NA,52,8,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",10,"Year","Current Reference Person",19986,19986,"HS",5.264,"Does not own home","No"
"8798","1","5496",58,"Male",0,"Married","Completely satisfied",150000,52,10,"Yes","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Pentecostal/Assembly of God","Yes",4,"Week","Current Reference Person",90010,120250,"SomeCollege",1.776,"[150, 185)","Yes"
"8799","1","7002",32,"Female",0,"Never married","Somewhat satisfied",NA,52,13,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",153875,153875,"College",1.139,"Does not own home","Yes"
"8800","1","5982",64,"Male",0,"Married","Somewhat satisfied",4e+05,52,7,"Yes","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","Yes",3,"Month","Current Reference Person",120900,253683,"College",1.682,"[300, 450)","Yes"
"8801","1","6825",28,"Male",0,"Never married","Somewhat satisfied",NA,52,9,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","DK; NA; refused","No",0,"None*","Current Reference Person",40000,40700,"HS",2.451,"Does not own home","No"
"8802","1","6440",51,"Male",0,"Married","Very satisfied",320000,52,10,"Yes","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",0,"None*","Spouse or new spouse",229000,254000,"HS",1.184,"[300, 450)","Yes"
"8803","1","4997",45,"Male",0,"Never married","Somewhat satisfied",NA,52,20,"Yes","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",205,13205,"HS",5.023,"Does not own home","No"
"8804","1","7303",32,"Female",0,"Never married","Completely satisfied",2e+05,52,10,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",1200,22932,"SomeHS",2.113,"[185, 240)","No"
"8805","1","7968",25,"Male",2,"Never married","Somewhat satisfied",NA,52,10,"Yes","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",1,"Year","Current Reference Person",11300,11300,"SomeHS",1.561,"Does not own home","No"
"8806","1","8497",56,"Male",0,"Married","Very satisfied",NA,52,36,"Yes","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",0,"None*","Spouse or new spouse",20550,26838,"SomeHS",2.425,"Does not own home","Yes"
"8807","1","8147",45,"Male",2,"Married","Very satisfied",NA,52,3,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Spouse or new spouse",40900,43240,"SomeHS",1.062,"Does not own home","No"
"8808","1","9218",38,"Female",2,"Never married","Very satisfied",NA,52,30,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Year","Current Reference Person",49952,54892,"SomeCollege",0.692,"Does not own home","No"
"8809","1","5207",65,"Male",0,"Married","Very satisfied",150000,17,64,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Pentecostal/Assembly of God","Yes",0,"None*","Spouse or new spouse",3000,12700,"College",3.613,"[150, 185)","Yes"
"8810","1","8649",45,"Female",1,"Never married","Somewhat satisfied",NA,20,10,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",52,"Year","Current Reference Person",13603,19363,"College",2.977,"Does not own home","Yes"
"8812","1","4887",39,"Male",0,"Never married","Completely satisfied",NA,52,8,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",6,"Year","Current Reference Person",24050,24050,"HS",2.215,"Does not own home","No"
"8813","1","4799",32,"Male",0,"Married","Completely satisfied",240000,36,30,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",3,"Month","Current Reference Person",90050,101050,"College",2.887,"[240, 300)","Yes"
"8814","1","7679",63,"Male",0,"Married","Somewhat satisfied",275000,52,7,"Yes","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Spouse or new spouse",114200,134000,"HS",2.293,"[240, 300)","Yes"
"8815","1","4753",36,"Male",0,"Married","Very satisfied",160000,52,10,"Yes","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",10,"Year","Spouse or new spouse",92100,92100,"College",1.084,"[150, 185)","Yes"
"8816","1","9396",21,"Male",0,"Never married","Somewhat satisfied",NA,49,12,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",12050,12150,"HS",21.626,"Does not own home","No"
"8817","1","7896",59,"Male",0,"Married","Very satisfied",250000,52,10,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",1,"Year","Spouse or new spouse",110000,138694,"SomeCollege",20.024,"[240, 300)","Yes"
"8818","1","6587",55,"Male",0,"Married","Very satisfied",4e+05,52,24,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Year","Spouse or new spouse",175000,175000,"SomeCollege",13.337,"[300, 450)","Yes"
"8819","1","8106",26,"Male",0,"Married","Very satisfied",180000,52,14,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Spouse or new spouse",105600,105600,"College",9.648,"[150, 185)","Yes"
"8821","1","6850",55,"Female",0,"Never married","Somewhat satisfied",NA,52,2,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",23000,23000,"HS",1.885,"Does not own home","Yes"
"8822","1","6046",51,"Female",1,"Never married","Somewhat satisfied",NA,28,15,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",1680,4368,"SomeHS",2.216,"Does not own home","No"
"8823","1","8797",50,"Female",0,"Never married","Somewhat satisfied",5000,52,6,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","No",50,"Year","Current Reference Person",27000,40847,"SomeHS",2.453,"[0.145, 65)","No"
"8824","1","8569",40,"Female",1,"Divorced, annulled","Somewhat satisfied",NA,52,4,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",2,"Month","Current Reference Person",42444,73056,"SomeCollege",1.395,"Does not own home","Yes"
"8825","1","8929",39,"Male",0,"Never married","Somewhat satisfied",6000,48,15,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",28000,48347,"SomeHS",2.503,"[0.145, 65)","No"
"8826","1","7698",34,"Female",4,"Never married","Somewhat satisfied",NA,52,80,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Year","Current Reference Person",28000,38600,"SomeCollege",1.764,"Does not own home","No"
"8827","1","7692",30,"Female",0,"Never married","Somewhat satisfied",NA,52,21,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",0,"None*","Current Reference Person",35000,202520,"College",0.998,"Does not own home","No"
"8828","1","5621",29,"Male",0,"Never married","Not very satisfied",NA,52,2,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",17200,17200,"HS",1.267,"Does not own home","No"
"8829","1","3812",27,"Female",0,"Never married","Somewhat satisfied",NA,33,8,"No; did/will not file","Very good","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",15000,15000,"SomeCollege",1.333,"Does not own home","No"
"8830","1","8998",23,"Female",3,"Never married","Somewhat satisfied",NA,35,20,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",7500,12300,"SomeHS",1.385,"Does not own home","No"
"8832","1","9532",31,"Female",9,"Never married","Somewhat satisfied",NA,32,2,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",15050,20150,"SomeHS",1.636,"Does not own home","No"
"8834","1","1345",72,"Female",0,"Never married","Completely satisfied",NA,52,40,"No; did/will not file","Very good","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","No",1,"Two weeks","Current Reference Person",19968,60455,"HS",9.864,"Does not own home","No"
"8835","1","2030",52,"Female",0,"Never married","Very satisfied",NA,52,28,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","No",0,"None*","Current Reference Person",39050,39050,"HS",8.814,"Does not own home","No"
"8836","1","2447",24,"Male",2,"Never married","Completely satisfied",250000,52,10,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",1,"Month","Current Reference Person",20100,20100,"HS",2.864,"[240, 300)","No"
"8837","1","1612",67,"Female",0,"Married","Somewhat satisfied",125000,0,20,"Yes","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",20,"Year","Current Reference Person",200,58147,"College",35.799,"[100, 150)","No"
"8838","1","2022",60,"Female",0,"Divorced, annulled","Somewhat satisfied",NA,52,20,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",0,"None*","Current Reference Person",8000,25500,"HS",43.614,"Does not own home","No"
"8839","1","1248",35,"Female",1,"Never married","Somewhat satisfied",NA,52,15,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Year","Current Reference Person",19000,19000,"HS",20.613,"Does not own home","No"
"8840","1","1629",25,"Female",0,"Never married","Not very satisfied",2e+05,52,4,"No; did/will not file","Good","Black, African-American, or Negro","White","American Indian or Alaska Native","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",1,"Week","Current Reference Person",15000,27300,"HS",12.987,"[185, 240)","No"
"8841","1","2503",48,"Male",1,"Married","Very satisfied",NA,52,5,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Spouse or new spouse",1e+05,100800,"College",26.771,"Does not own home","No"
"8842","1","7879",57,"Male",0,"Never married","Completely satisfied",NA,52,5,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",15000,15000,"HS",71.488,"Does not own home","No"
"8843","1","4285",53,"Male",1,"Never married","Very satisfied",NA,0,0,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",0,12000,"SomeHS",32.807,"Does not own home","No"
"8844","1","6631",41,"Female",2,"Never married","Somewhat satisfied",109000,52,15,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",2,"Year","Current Reference Person",37000,47000,"SomeCollege",9.186,"[100, 150)","Yes"
"8845","1","6096",29,"Male",0,"Never married","Somewhat satisfied",NA,0,40,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",0,"None*","Current Reference Person",0,0,"HS",23.375,"Does not own home","No"
"8846","1","7309",27,"Female",1,"Never married","Very satisfied",NA,52,5,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",2,"Month","Current Reference Person",26000,26500,"HS",17.807,"Does not own home","No"
"8847","1","6148",27,"Female",1,"Never married","Very satisfied",139000,52,12,"Yes","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",1,"Week","Current Reference Person",94750,97150,"College",27.181,"[100, 150)","Yes"
"8848","1","8803",45,"Male",0,"Divorced, annulled","Somewhat satisfied",NA,52,10,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Pentecostal/Assembly of God","No",1,"Week","Current Reference Person",50000,50000,"SomeHS",15.009,"Does not own home","No"
"8850","1","4363",85,"Female",0,"Divorced, annulled","Very satisfied",NA,0,8,"No; did/will not file","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Month","Current Reference Person",0,14076,"HS",15.236,"Does not own home","No"
"8851","1","5256",66,"Female",0,"Never married","Somewhat satisfied",NA,52,12,"No; did/will not file","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",6,"Year","Current Reference Person",23050,23419,"HS",25.294,"Does not own home","No"
